"","204562_at","227846_at","211596_s_at","225912_at","224734_at","220359_s_at","210517_s_at","233180_at","1568611_at","243915_at","207996_s_at","203435_s_at","206255_at","206591_at","209574_s_at","241679_at","227530_at","1556599_s_at","227529_s_at","212382_at","228284_at","211919_s_at","202733_at","1566363_at","209201_x_at","239328_at","219144_at","220588_at","1552652_at","211987_at","204114_at","44790_s_at","219471_at","202908_at","1556383_at","221234_s_at","203434_s_at","220068_at","236099_at","226632_at","231935_at","233359_at","226394_at","242735_x_at","206413_s_at","223608_at","210450_at","1559716_at","1556598_at","1569482_at","target"
"GSM483385",32.69101,39.13434,40.94267,2218.302,1876.7114,9.983392,24.30411,11.959713,14.803654,17.773218,116.290855,41.962578,17.370337,19.483887,87.877144,16.123621,43.25874,7.559633,7.4236197,270.90778,20.822857,379.53894,12.559322,48.504814,379.74387,410.60495,29.177847,24.866926,120.17912,2679.5508,20.145159,6.730151,17.794367,19.590864,26.853924,67.76646,8.608885,19.305737,39.168186,10.908087,14.557483,75.775604,192.16753,245.36586,28.901693,185.56194,9.483502,55.412533,8.044003,17.912697,"MDS"
"GSM483386",34.616867,46.504654,67.125046,405.50458,1135.985,20.070908,33.397453,11.295572,26.749657,17.489954,69.22221,57.625385,23.909864,14.9478,191.7388,16.89209,40.026875,7.526752,7.165601,715.69635,24.40895,182.91396,18.666307,648.66254,163.11597,272.356,37.727913,38.769516,138.7059,811.2834,36.73746,15.099748,28.81643,25.1181,44.607822,39.90018,9.856176,23.390615,19.464256,12.983471,20.299225,86.190475,141.33888,140.19792,29.55445,28.2399,9.942121,52.143436,8.206146,22.427666,"MDS"
"GSM483387",34.976604,32.176918,177.87157,631.8044,1247.883,8.985305,52.198875,12.7783785,20.70393,24.189249,152.38011,35.26253,10.600122,27.130556,197.30203,19.325916,45.73295,6.774269,9.103246,624.4954,29.910036,331.13858,30.570139,633.3306,348.10983,331.10257,31.867767,28.65909,142.4943,1815.7976,14.964238,32.220646,63.124092,36.79642,37.373528,107.302666,10.42179,25.268751,17.985111,23.215158,21.418938,81.93969,142.12013,216.57323,27.157452,31.365484,9.9285145,36.239956,7.707568,18.526968,"MDS"
"GSM483388",64.83409,34.189312,73.81158,748.14844,1295.5206,11.439715,62.80536,12.103608,18.839249,20.522015,103.29761,54.290253,22.923893,22.494005,163.17479,22.686886,69.6211,13.080183,8.298301,901.8555,113.98891,707.67236,21.386173,3631.971,673.3031,229.99376,24.848991,47.2102,154.64719,1233.893,19.113022,36.706066,93.93997,36.91589,40.13081,37.463837,15.783702,66.871704,90.8908,42.227917,34.999912,61.410446,142.15591,202.12215,28.453342,18.84331,11.328174,46.938873,10.566573,12.12368,"MDS"
"GSM483389",35.29685,38.118633,18.83652,885.66125,980.6429,8.951062,24.570843,8.199648,15.868358,24.102276,157.53746,142.53024,12.585827,19.093746,151.19882,20.937935,38.05279,8.808082,8.333652,1631.7346,37.97609,175.04295,15.359922,3536.8774,157.56007,215.51483,40.78961,33.843765,125.28035,1716.138,16.776266,40.232235,69.14749,47.86434,28.418509,21.655184,19.346113,23.231901,18.491632,17.820015,17.95954,48.562523,131.1876,224.78426,36.130478,52.509094,10.997651,31.585472,7.482415,14.470429,"MDS"
"GSM483390",42.25532,102.98546,481.49237,4856.8706,2279.215,54.85841,1047.3357,21.071108,204.2595,116.3956,319.99786,485.86612,49.86103,1104.7094,585.9401,321.58105,1244.1589,360.48254,221.05832,1207.9006,208.57211,1326.6921,151.60239,13357.446,1520.2769,1626.803,89.77785,40.073044,269.21478,5182.424,168.70665,131.8999,188.72368,113.17062,41.626812,518.65717,325.18066,693.3642,173.09285,203.71577,1003.42346,234.66354,277.13626,197.7149,56.645702,302.38022,121.57251,116.60125,15.868358,63.24699,"MDS"
"GSM483391",27.567486,40.34535,75.47864,762.1575,1262.3518,8.665513,67.36855,8.969456,17.109196,26.93532,225.02728,53.263573,18.391657,37.16943,229.29884,25.46339,88.14674,9.992388,11.387905,515.99255,37.586826,299.41052,23.714708,2156.4507,271.46448,270.9467,27.399164,22.659933,115.94364,2907.14,14.2754965,39.7919,59.417145,26.383106,26.523203,98.81334,12.882374,35.559753,44.112434,14.8581505,42.798378,79.35144,170.13786,194.35358,30.735794,133.36507,14.008812,41.20904,8.034153,21.373848,"MDS"
"GSM483392",32.218678,33.376404,93.138016,1043.9646,1555.5665,8.764088,64.73724,10.2074,15.000126,24.40984,252.48517,51.787796,23.957283,12.668835,126.95213,19.35169,78.582016,8.16781,9.448719,442.23428,22.076572,162.59972,15.560415,512.34314,157.4692,101.86376,27.836918,25.142551,136.69214,1883.9606,57.690792,75.395615,125.89567,45.799725,33.35717,38.289272,9.404233,27.686918,38.007572,17.075947,23.567804,88.493515,145.05275,154.33565,29.475775,102.34928,9.254014,50.801075,6.313142,21.318487,"MDS"
"GSM483393",23.492788,39.20206,22.204174,625.3059,1895.0543,7.5590887,19.974615,13.0952635,16.168411,21.76859,193.6268,35.309574,13.8564825,17.701014,183.87836,16.243132,33.139816,8.784,7.667138,630.37164,43.08221,178.6294,18.628685,455.5749,166.20027,93.16476,31.89072,23.337591,170.62256,2606.2454,34.51537,59.82699,82.61248,25.533192,28.263329,28.341833,8.068671,25.810638,65.147804,17.95792,16.093159,75.066444,183.69966,209.41539,37.424725,99.22705,10.835631,42.017,6.9380074,19.830866,"MDS"
"GSM483394",46.46447,41.158604,127.236115,426.4029,657.4608,9.282061,82.706245,11.542374,22.927605,20.264887,164.05888,59.73694,17.356577,21.557495,174.50758,24.343979,69.937836,9.10751,7.8216887,321.4653,196.26732,471.82565,24.103127,901.7252,467.10764,110.89447,49.420197,29.989876,122.53098,765.84534,21.208567,71.096664,81.129036,70.599724,28.789455,24.34924,10.598212,36.86939,54.476353,18.900425,20.746113,49.493256,99.53137,130.59816,33.829113,73.3318,11.348597,46.829094,6.5033445,13.275755,"MDS"
"GSM483395",35.561024,33.451035,46.210712,321.84753,1739.4757,9.264023,63.581635,9.747426,17.425173,18.545675,245.5604,40.635624,14.796995,28.865265,203.97997,25.828306,47.02777,12.116702,8.298305,605.5759,56.243084,194.14017,17.514528,986.2402,205.50668,95.95094,35.52517,29.04154,125.841225,2280.5305,17.547686,58.232388,90.475945,35.458675,28.964218,17.58154,9.939256,23.05682,41.08899,19.310606,27.370079,71.477486,141.23715,178.87384,39.58807,74.47389,11.025816,42.682133,6.997748,21.888113,"MDS"
"GSM483396",41.17937,39.67659,18.159576,402.21658,1400.7557,9.174355,28.134834,10.9439,17.793077,20.291187,136.9582,36.48887,14.5051365,12.672483,171.86256,19.8702,46.865406,8.281281,8.38424,774.72473,57.290035,828.7253,30.121964,547.65106,815.5317,135.29587,29.720984,36.92654,107.96566,2353.0503,14.085469,80.394806,114.41268,26.743868,27.500042,92.7496,6.8914285,18.177917,21.20971,13.64817,17.963413,79.60908,127.76895,192.27844,27.265278,194.62326,9.270028,41.620808,7.533531,20.602749,"MDS"
"GSM483397",47.80578,39.496906,77.14722,835.7262,1494.5919,8.488173,38.091858,15.350521,23.976694,29.539557,154.34691,33.91821,21.404282,15.955772,149.10022,18.52964,44.6231,7.631457,7.25913,464.07187,96.88881,530.1424,46.190742,160.44106,535.6902,580.10205,43.59741,35.607166,105.06129,2195.6448,15.47517,26.994448,46.204082,45.595604,26.933369,41.481583,9.017084,18.647501,14.252629,23.609005,16.105629,178.70001,248.11223,206.82133,33.79988,205.24776,8.7855835,36.266075,6.367042,33.516163,"MDS"
"GSM483398",38.58839,52.79552,83.94746,1736.8467,1546.2913,11.64763,310.5326,12.643756,25.754904,25.914043,228.96867,185.56874,21.878262,284.2542,253.15895,50.294865,161.47604,11.718757,34.06881,849.53687,84.60929,816.7373,28.145462,8248.912,789.4159,259.62405,44.49867,25.570024,168.77054,2861.837,16.528522,71.80704,112.731186,56.5193,35.36174,196.33789,100.855995,205.78831,49.2993,71.11281,106.143616,71.44658,129.94121,190.36238,51.726246,48.047413,45.722275,41.790573,7.2090936,13.744875,"MDS"
"GSM483399",66.970535,86.97652,193.40358,1086.7504,1148.1628,10.750873,215.80626,9.541066,44.527546,35.87756,105.62292,197.4801,73.99126,120.79542,216.79971,53.209854,289.7755,14.220324,26.811394,1436.7861,66.62399,1152.7227,68.78467,7833.051,1126.1251,430.64774,74.50615,37.177475,240.53493,1464.27,35.064293,109.87608,291.5344,43.69177,49.37038,252.3488,35.613586,312.6036,50.711487,65.09151,99.50091,62.36015,95.40298,110.63915,47.17451,42.45975,12.13854,67.525246,9.296113,19.225927,"MDS"
"GSM483400",33.821808,38.9852,12.613734,843.5904,1440.4651,11.8401165,18.562714,12.348473,19.303652,24.426561,172.75642,100.79792,14.983659,14.379491,185.90308,19.716179,37.121277,7.937785,6.9250245,928.15704,46.11761,694.46405,18.644802,117.10222,702.6924,1127.3007,33.868126,24.186644,80.59301,2192.3242,10.969751,32.828335,53.353798,36.82294,24.431826,68.78474,17.043684,33.116516,26.973171,16.411346,15.126282,100.52226,231.8571,196.94719,32.144474,151.71173,9.246019,45.9998,6.556506,17.446527,"MDS"
"GSM483401",49.058384,74.0673,33.99278,782.26855,1610.651,14.263419,65.22881,14.22442,30.15453,23.86641,80.90435,188.14674,21.721983,62.171703,125.059395,27.25888,95.95447,28.394995,10.505845,88.979385,20.068735,119.91535,30.265528,6865.4844,112.47968,110.26511,76.02439,40.000916,129.39926,1437.0964,13.387411,48.466194,96.31464,64.04943,37.389675,30.231749,39.214775,85.50705,44.061604,44.778473,67.44627,69.98944,79.40863,134.28114,47.133724,158.8652,28.364302,117.30061,10.284169,11.786072,"MDS"
"GSM483402",26.012249,27.367624,47.179585,1313.2837,712.6346,9.247685,14.70506,11.050064,20.373941,17.715048,41.6478,37.658695,13.86897,13.163839,46.43429,16.555634,36.856125,6.6650996,6.630614,656.5852,61.997246,145.81767,21.588968,26.41738,126.19985,585.1812,33.208496,21.946545,123.07955,2762.9668,32.394997,7.8725715,18.222504,27.59133,30.824488,52.53559,6.947763,24.019934,25.437717,12.419402,17.363766,75.51129,249.2051,161.40923,32.925,160.31396,8.271147,38.45101,7.302142,12.5042515,"MDS"
"GSM483403",28.064484,31.134747,18.083845,1214.7963,1091.6934,8.233984,16.804094,8.996964,14.781269,23.824316,396.87698,38.609253,16.71835,25.229645,218.99722,15.815566,36.91193,8.211176,6.3190594,255.1091,57.182858,840.3745,14.735551,18.111883,861.3698,428.1571,29.933743,24.042439,131.62779,2619.518,56.980297,40.39672,65.82723,21.292393,32.195465,10.760942,9.140047,15.005538,25.888855,16.03731,15.359926,86.08495,242.06477,245.03006,36.524364,115.50169,9.614907,52.759407,6.8328424,16.931385,"MDS"
"GSM483404",41.670326,31.328257,203.29036,1103.2781,877.7835,8.083217,29.768682,10.126826,23.262037,41.121567,135.4373,43.10241,18.065308,44.944935,127.0712,16.18939,55.794117,9.130175,9.205472,780.7485,65.56688,740.9605,19.011042,4767.5977,785.64264,498.99207,31.029472,25.13349,175.39003,2492.8389,10.9586935,62.206875,94.551056,36.828236,32.451645,32.766434,10.589246,21.673908,17.350632,18.030521,17.614815,83.05704,140.02641,204.29622,32.594566,153.0567,10.312368,39.569527,7.399055,15.018509,"MDS"
"GSM483405",30.815619,30.206726,12.641016,3052.7788,914.05444,10.055218,22.085722,10.916337,14.759985,14.212643,249.55553,34.212723,10.831925,14.313339,269.71,19.895979,34.715527,8.849906,6.576379,312.8625,15.354394,1127.749,15.258453,2309.132,1123.3083,507.91458,31.407337,23.216852,121.704,2238.6938,11.178789,8.62926,25.719664,26.788225,24.990849,60.155846,7.83184,25.359951,22.112394,20.253942,14.23903,71.78712,191.0494,183.78578,35.50214,64.80136,8.255368,30.515139,7.2215705,16.526438,"MDS"
"GSM483406",20.696482,30.638508,41.084496,662.5965,1347.839,9.458253,20.366978,10.615406,21.671568,14.733967,211.5079,39.79541,13.564114,13.992416,210.58006,17.47923,31.950546,8.945259,6.979622,481.5447,19.422224,202.8517,19.131956,55.30684,182.42705,346.65186,34.46381,32.622772,125.42488,2398.838,12.053787,9.00495,25.730795,23.621775,28.58896,12.503345,8.343262,19.311296,15.316826,32.718098,14.592137,71.18965,157.9011,205.20352,30.857813,74.28903,10.065001,35.77302,6.902111,16.681953,"MDS"
"GSM483407",37.976097,32.571106,41.114124,2947.7407,1291.6075,11.601985,45.793133,10.441328,13.968493,21.060492,155.8329,75.26149,14.906133,14.062146,92.26298,21.805866,52.056213,11.3719225,7.802553,347.30225,35.425484,137.28435,15.597451,856.3889,140.68102,281.69565,29.693163,22.568686,184.45549,2640.5505,97.9292,16.204048,24.170963,22.200987,31.872356,30.282988,17.805902,18.96454,78.98353,15.189352,25.360405,80.32636,170.60426,193.08356,33.135624,65.614136,9.37008,40.496777,7.5710773,18.115158,"MDS"
"GSM483408",46.989643,30.252462,12.953566,2710.715,857.7163,8.857399,30.926825,10.62765,15.823831,27.060774,254.52174,38.38735,25.940662,16.288544,421.65182,17.231348,35.14713,7.183433,7.3554745,1018.2258,40.127903,647.1456,18.740423,6008.7705,635.98224,677.41486,33.03193,22.845161,112.91001,1986.914,13.878463,68.93653,108.640686,33.37639,17.413876,21.115932,7.640121,21.152483,20.987774,22.497261,16.545801,83.58533,179.42244,245.06535,28.74593,37.891335,9.370757,34.22997,6.131371,16.524055,"MDS"
"GSM483409",67.004326,147.28531,407.3783,1809.268,2086.079,28.966303,903.2693,17.896564,74.388145,36.65751,330.1738,282.26465,39.039303,527.2664,332.1418,153.11182,904.7517,134.44087,224.81664,762.21204,122.16962,1125.3542,112.99133,11162.203,1107.0792,474.29703,49.748867,30.056932,182.3613,3688.2058,44.961933,164.12978,206.16675,46.99976,39.156887,445.2393,201.25035,505.5418,65.60941,120.447845,540.48773,106.7552,178.47487,214.88692,56.42575,207.23882,98.02983,67.447464,19.792322,18.257977,"MDS"
"GSM483410",28.377602,38.940273,51.71501,826.1173,1151.144,8.834775,13.6740055,10.619231,16.472946,21.154774,300.1879,31.710894,12.97669,14.973667,99.49185,17.95339,32.87998,8.464969,7.7913175,448.66907,35.641823,256.28824,14.1345215,544.5429,250.58232,414.91684,35.356647,26.78438,137.70027,2755.6106,11.194904,9.430571,17.10304,17.825151,35.54054,10.540717,9.656213,21.929153,18.949512,17.584076,17.34157,91.29763,168.32721,215.3519,29.58001,81.246025,10.043628,45.492245,7.650033,20.671139,"MDS"
"GSM483411",43.69807,35.981106,13.713213,1572.0167,1349.9287,9.451443,22.588614,12.344025,17.471682,44.080685,250.90765,93.40344,22.144676,20.688643,168.96509,19.690634,48.19916,8.2091055,9.594142,763.64136,108.42172,506.81815,17.692081,976.0608,566.51324,311.32193,33.041428,25.062975,148.08318,2551.069,12.363382,67.528915,97.049446,28.226694,24.169224,40.005226,20.58198,33.66622,61.705414,18.411207,24.37952,118.52813,192.18832,235.68863,40.61366,147.17915,11.253335,42.36353,6.618203,29.024801,"MDS"
"GSM483412",71.58578,122.56634,361.61398,3135.03,1884.842,47.62871,868.6772,18.90519,99.5996,108.335884,304.74222,556.5011,68.788475,809.66296,244.85347,96.34238,1017.639,95.93374,208.15173,1250.269,242.99088,704.82263,150.87244,13833.431,669.65106,941.5249,74.54907,31.57752,262.36945,4359.1963,62.442184,193.24576,269.23444,111.94605,38.616196,478.22537,345.69214,530.009,144.72389,99.312965,953.2831,146.96196,225.9859,210.86874,60.283855,154.2689,52.30711,86.94202,27.450546,28.508745,"MDS"
"GSM483413",28.86007,34.880993,56.932064,691.6682,1405.5067,9.46507,49.93291,10.241286,18.968637,22.14189,177.01495,39.979332,14.110104,23.541075,153.10619,16.34114,58.308212,8.257749,9.293436,307.04535,43.80366,478.67343,12.904202,604.87836,450.1582,114.52807,34.708004,26.840393,120.12722,2589.774,71.03597,23.25802,38.374886,26.412605,29.966103,31.584328,10.733459,26.344193,32.129436,14.765835,19.45268,68.42639,140.57721,181.3655,29.75635,113.2644,9.687918,45.874027,7.37245,11.814978,"MDS"
"GSM483414",36.86277,32.451645,17.508215,785.3179,1340.9131,9.164609,21.679764,11.746225,16.493134,23.065128,230.39177,34.589462,14.598186,18.505623,214.70123,18.518293,39.555294,7.663551,7.0875573,804.6472,64.21812,432.0777,14.736082,5558.349,403.8426,511.661,36.55069,24.23898,128.25299,2493.198,14.08953,44.762966,69.997086,28.340818,23.448814,14.986085,8.121744,20.634682,35.029564,16.246645,20.464054,57.864582,133.46126,237.21342,32.50312,73.92461,9.934603,34.83954,6.784767,13.810388,"MDS"
"GSM483415",29.635479,33.54637,13.681637,1936.4619,874.0604,10.355549,17.790188,9.990584,17.92044,16.026917,177.89719,43.121056,13.529955,17.002285,117.889275,22.068222,29.946156,8.101291,6.7520986,487.90057,67.73718,271.01517,14.893511,3827.487,252.8583,479.43274,29.69104,24.849016,128.63715,2653.7107,31.122961,14.739072,28.564257,30.797852,27.192698,30.7247,7.695642,19.353785,31.40282,15.415908,19.0745,72.56713,177.91635,226.16507,36.22693,55.893654,10.168863,39.260006,7.1167216,17.592945,"MDS"
"GSM483416",39.018913,30.831161,37.68715,824.8687,940.44086,10.662167,25.373196,10.100595,16.706009,32.03235,82.17324,43.987103,12.950777,20.50169,80.09516,19.07484,31.276388,8.849111,6.8496027,679.02765,48.41577,190.65752,20.218943,1190.106,177.79779,219.08434,36.149986,33.017662,101.154366,2242.6492,9.322443,67.42882,91.0678,26.492645,28.287786,28.276566,9.32395,25.595825,16.278278,19.147827,31.54852,94.2314,137.40302,289.90073,35.31338,74.2328,9.491021,35.285397,7.790755,18.193634,"MDS"
"GSM483417",29.096,33.340363,12.324467,1573.8865,859.2006,9.196193,17.3841,10.911619,24.763212,14.919835,187.66603,36.840187,11.609718,13.80541,149.85403,16.433828,27.376501,7.6448016,6.5612335,635.9371,25.505611,321.39587,47.440342,70.609924,309.34348,227.64444,30.458021,24.588999,151.26416,1793.9515,10.009499,8.195514,18.159594,28.857977,24.298426,11.880273,6.903853,16.086494,16.156765,18.846037,18.128538,64.894806,159.8584,204.20068,34.923725,91.16947,9.037244,40.09757,7.613743,16.74698,"MDS"
"GSM483418",51.377136,40.810196,58.49538,827.1303,1395.517,12.246588,162.71985,11.137185,19.271696,32.39441,190.71936,55.797123,21.871952,46.143345,157.4692,24.92342,108.72687,10.266775,16.44211,835.3648,95.34458,706.70386,19.338444,1968.3904,673.2305,130.29741,37.649162,35.14839,145.15724,2130.5083,13.802678,122.50236,163.5338,44.05526,28.230772,55.20729,17.39444,37.404503,27.87004,27.104668,36.007675,81.49808,206.40459,219.96205,48.86435,90.72713,11.646786,36.818947,7.8380475,18.521627,"MDS"
"GSM483419",28.161713,38.708115,88.13716,1071.1265,1020.06036,9.773797,21.892445,10.100595,20.481386,24.562445,386.06125,39.806873,11.281141,20.218576,93.487564,16.797426,36.479675,8.302787,8.424198,574.05273,17.551802,152.19356,21.292387,34.872204,134.05876,537.08154,27.055883,24.470592,147.17915,2846.5151,14.468608,7.6383667,36.46391,20.820608,27.599276,30.305899,8.554783,20.870914,16.656733,13.908241,18.405563,91.17273,158.41383,214.92577,40.325012,58.909878,8.099249,40.91911,7.1563115,19.36494,"MDS"
"GSM483420",40.63707,50.784615,124.62316,909.8829,1265.6294,9.891925,66.18983,9.647514,25.401087,19.151968,137.86913,66.92472,18.55736,33.218662,114.1203,21.900333,82.933044,10.54794,10.250146,634.28986,62.990047,706.2464,28.231789,4493.285,661.7257,358.43668,39.309525,27.05395,170.00308,2328.848,10.718198,120.33269,166.0029,59.72187,27.169188,27.658997,22.49199,54.05801,33.74635,39.303883,28.973085,86.1408,215.52264,239.30762,36.635056,128.73906,9.918866,48.316486,7.093176,14.714333,"MDS"
"GSM483421",30.152365,51.030334,63.292515,1021.0541,1277.6316,11.613276,116.77568,10.141429,18.508291,23.437849,185.8297,68.44365,18.52464,40.358425,164.44328,26.5538,88.21027,10.098776,10.3682375,795.48254,52.62274,674.51776,41.752937,2680.1758,703.6554,289.78574,34.76056,31.344051,81.240135,1502.0967,18.29847,63.103897,95.00856,51.85684,27.74282,81.70972,11.428182,88.0896,24.691954,21.741936,37.68514,70.2623,175.40274,204.80469,32.517166,153.24423,15.136917,43.00625,6.6258383,16.459896,"MDS"
"GSM483422",34.01242,42.346737,27.302608,489.89075,656.15924,10.223777,25.117651,11.342053,19.655905,20.764437,89.2748,61.178642,19.620892,13.260937,134.64906,25.45147,52.20827,9.317908,7.7392898,256.9353,53.557907,561.0303,37.265972,90.17979,560.82806,357.5081,37.725197,49.627155,97.6878,599.80066,35.500225,16.089468,37.34728,40.619507,36.05116,18.406565,8.694276,36.950504,59.41074,16.407797,22.024548,58.842022,66.12191,219.18695,47.879875,19.455135,10.156787,42.61761,7.269598,10.90062,"MDS"
"GSM483423",40.09037,46.702744,47.213566,337.22977,1824.7133,9.69979,27.652521,16.111425,16.685553,24.017334,95.95447,60.013023,14.926012,12.980663,153.32698,18.031172,51.46511,7.47622,6.874322,482.16968,46.797062,632.2365,20.089708,136.68706,603.8876,726.31934,33.763363,51.81949,96.57516,2181.217,26.967834,11.725171,38.836597,28.758366,33.59836,29.48213,9.943906,25.25783,16.762676,12.933057,20.42576,84.28988,175.188,244.69496,34.152363,86.595055,10.299746,50.665817,7.433251,23.093384,"MDS"
"GSM483424",45.538177,53.685417,136.14163,317.4719,1189.2482,9.989146,29.440224,12.038383,16.818323,15.882665,80.03755,40.274223,16.012777,18.49763,51.76349,17.354383,54.043446,7.4848433,6.168369,475.27188,29.113798,477.5891,18.404572,628.92,446.8945,172.3461,23.12669,39.021713,125.36162,2532.8467,16.138435,7.5311785,28.868402,37.5733,29.678202,15.863781,9.3132105,30.835602,16.398344,14.985005,16.435305,94.817116,155.53001,201.51155,29.778877,160.03107,10.893557,39.8413,6.47646,24.129208,"MDS"
"GSM483425",38.549484,49.562843,45.477474,1598.6282,1863.3733,13.806411,117.146454,13.007815,23.31742,36.579666,244.46591,236.86337,22.355478,617.0486,254.29234,29.147387,115.02841,48.58178,9.82286,1016.57684,91.25167,903.091,33.000977,10192.071,888.60077,621.0175,38.305855,26.960545,162.29529,3106.5864,22.816792,53.12163,80.04625,33.89987,30.975883,209.7928,101.46092,492.03094,37.657322,28.678686,185.04459,84.59097,181.58772,249.59135,47.60639,69.73274,60.684746,55.77701,8.963643,23.878435,"MDS"
"GSM483426",46.071125,38.602295,20.844608,1079.6484,1056.4105,10.139969,14.400488,9.583781,23.684835,21.659088,197.7149,49.81075,25.117662,15.277152,61.587658,23.139189,48.702694,8.058213,6.692045,595.62384,38.42469,948.7438,47.2272,296.79022,923.6039,404.7892,28.735569,58.15508,122.93339,2313.3796,11.993153,42.739746,72.00471,40.35696,23.086739,26.046934,7.359449,37.636974,48.415794,17.25154,21.290854,99.65694,156.93698,193.26447,32.18156,17.178972,9.504705,38.290657,6.9640493,18.439081,"MDS"
"GSM483427",50.587433,55.239155,25.005236,1202.6047,1780.3016,13.321749,110.46988,10.666771,23.818308,40.98698,159.67418,184.04424,18.365175,34.567005,174.43222,38.49258,80.173225,65.446556,8.022011,1236.0724,84.47529,1109.7356,24.356247,11582.064,1068.9855,978.27875,27.770813,32.209408,112.901825,1902.8533,15.893817,87.67268,111.71244,32.2419,27.895144,42.033653,50.53278,82.54105,39.709476,33.56206,54.44593,96.54735,285.83563,250.97981,38.380432,123.95158,11.039723,32.51951,9.518409,36.209953,"MDS"
"GSM483428",38.206627,34.643066,15.135813,732.4678,1527.0293,8.899619,23.8548,10.058474,26.948898,28.955877,182.88753,64.61959,23.578844,12.332247,109.78946,21.328472,47.88073,8.225388,7.00582,202.93936,34.15483,266.686,27.983711,50.14468,252.67607,180.2386,36.516476,29.51403,108.304634,1653.033,44.704327,23.646738,46.57841,27.854975,26.846191,37.22035,10.303825,41.75447,27.124199,14.394526,22.65544,67.90823,148.54817,172.74399,28.424662,68.07971,11.826904,48.714954,7.041239,16.828018,"MDS"
"GSM483429",42.82848,66.67684,149.88647,1332.2479,1666.6049,13.982592,825.1512,12.861508,25.370003,38.296192,311.87228,508.06137,30.430077,348.74384,214.73973,103.18222,583.3294,39.75671,81.064766,630.7809,110.16982,598.0748,80.84312,11208.9375,568.6188,485.0263,47.6167,38.97396,177.18082,2734.35,56.41862,169.31479,223.70184,49.69155,40.113476,501.08124,276.21924,942.3064,49.28333,25.052132,404.51947,74.96922,167.16101,220.0889,68.74758,32.452797,79.55466,57.53618,9.590685,17.620852,"MDS"
"GSM483430",51.97656,66.77783,160.50456,1413.9369,1377.3383,19.1113,698.0383,17.518314,22.90119,28.15663,378.2421,277.82602,42.853924,291.55527,264.83835,94.25517,303.22574,13.775116,57.496822,554.8998,105.04621,765.18353,98.582214,8739.592,736.8867,272.04214,49.441574,37.001133,151.34048,2006.2622,36.65286,178.9904,211.32503,61.576557,45.398922,226.29549,124.03204,623.4612,82.63328,35.357903,223.38376,58.562893,160.5972,166.16437,53.41149,68.55958,31.765755,53.5367,7.8913093,15.12819,"MDS"
"GSM483431",40.76906,40.13372,11.988175,1389.2983,1112.3358,11.13799,17.923986,10.506599,19.460043,32.858654,315.6247,34.935066,15.522632,12.5037985,117.02195,17.48364,34.953312,7.633657,7.172832,592.3714,31.692602,651.3318,53.557896,24.09706,664.6762,508.59174,30.137157,29.785324,95.67486,2242.0825,10.66447,19.313042,55.147697,28.723158,24.933298,10.526299,8.352584,23.63285,25.528603,15.852359,25.581532,75.337395,178.93195,216.48753,29.80034,36.586254,10.265666,42.562374,6.365436,17.095638,"MDS"
"GSM483432",35.726677,52.989876,79.968346,848.55835,1758.8827,14.099941,227.29637,10.494494,35.05986,21.33078,247.26459,215.7792,20.137897,162.10843,171.55324,38.459316,178.9223,14.802055,14.185526,547.6315,70.86218,529.26495,29.177847,5698.443,510.225,252.76717,44.762325,29.804632,143.2044,2359.5874,11.346343,37.37008,65.95543,40.021103,29.961803,118.51954,48.859062,138.1724,43.39999,21.410835,120.0861,78.131714,144.13603,208.15184,38.790466,62.878925,24.227615,51.519817,9.616287,19.011045,"MDS"
"GSM483433",42.813034,36.215183,15.057499,1669.3688,1368.4365,9.493754,45.226715,11.520769,17.863722,46.98963,196.83377,70.09294,13.364765,21.365381,91.30425,19.773083,47.623566,7.8366365,7.34065,580.8546,33.03905,858.7984,19.641743,655.3087,825.9235,947.47974,33.683186,37.935078,120.70405,1645.9031,13.260703,29.894352,50.02564,36.52302,27.375502,27.096857,8.768192,45.09088,34.943848,14.237747,23.037302,98.5645,213.37505,209.09111,29.325377,21.599852,10.4552555,41.341373,6.4547987,18.20937,"MDS"
"GSM483434",40.84843,53.47502,20.457779,1429.198,1693.9628,11.201566,45.26257,12.37787,21.877079,64.83644,132.47462,132.89043,16.510075,25.653046,229.06761,25.680319,54.649307,9.352209,7.9753304,670.68933,94.94697,1527.3599,24.489975,6211.464,1511.8131,257.03702,32.026577,36.411385,108.750305,2095.8723,16.224127,42.2537,73.74245,30.795633,22.511848,124.24662,25.545164,28.533401,20.988539,36.390392,29.751526,130.349,300.49094,320.7712,37.519196,92.19657,10.764823,37.53136,7.0778604,20.739763,"MDS"
"GSM483435",48.68515,59.237617,57.121048,1630.2656,1871.5818,20.395983,652.894,14.091815,35.004326,37.03179,207.86697,427.81833,28.797241,243.00826,179.58405,138.64104,458.8359,40.603416,54.708412,868.00476,89.784355,1722.9508,60.77223,10380.304,1569.3002,907.10126,48.203472,39.608047,172.04837,2431.026,15.311035,132.36583,137.38322,49.78472,33.501686,163.30408,192.53836,659.97614,61.96379,40.76315,227.50934,109.11916,209.44545,245.80817,53.586876,88.42493,50.059883,49.571766,11.828599,25.030483,"MDS"
