"","204562_at","227846_at","211596_s_at","225912_at","224734_at","220359_s_at","210517_s_at","233180_at","1568611_at","243915_at","207996_s_at","203435_s_at","206255_at","206591_at","209574_s_at","241679_at","227530_at","1556599_s_at","227529_s_at","212382_at","228284_at","211919_s_at","202733_at","1566363_at","209201_x_at","239328_at","219144_at","220588_at","1552652_at","211987_at","204114_at","44790_s_at","219471_at","202908_at","1556383_at","221234_s_at","203434_s_at","220068_at","236099_at","226632_at","231935_at","233359_at","226394_at","242735_x_at","206413_s_at","223608_at","210450_at","1559716_at","1556598_at","1569482_at","target"
"GSM483487",85.00037,111.42309,320.85184,3400.9407,2326.3308,21.942186,715.7349,14.024967,61.3088,72.4418,376.31232,512.99,37.804806,569.70575,585.64514,99.05927,543.3283,121.139725,110.64712,1347.6461,382.98602,4390.718,165.31645,10047.713,4079.183,1771.6654,83.98373,62.283806,263.07928,3721.3005,83.82809,127.42561,162.72862,80.80234,38.527267,327.93304,261.28476,679.3706,69.92646,146.7768,531.6819,168.92859,313.78806,345.26892,55.35467,247.15778,76.645905,61.558884,33.724472,43.091537,"Healthy"
"GSM483488",166.46399,209.32484,414.18503,5246.4736,2826.2844,57.776077,973.83075,17.227938,154.58046,51.89795,338.60535,740.9867,99.648056,807.9872,374.08188,187.76753,1170.9697,143.6695,196.46536,784.7519,259.02618,2241.999,271.86578,12611.131,2130.8904,1653.3893,94.217834,53.21559,342.5678,4279.687,40.607075,269.30594,333.32874,106.44803,39.871445,513.5813,476.55746,786.705,116.54666,68.55712,646.43445,118.51959,339.8885,294.87192,60.497066,136.34778,127.82416,101.09245,25.794823,25.066572,"Healthy"
"GSM483489",130.57002,117.27103,239.13515,3917.0354,2217.0225,24.41467,345.03885,15.343335,64.91357,35.4996,229.464,325.6378,55.848415,315.92026,508.6286,67.88136,337.78275,72.35832,86.060165,526.2418,188.09929,2568.4968,97.519035,9419.924,2529.016,1687.7513,65.114944,53.952953,205.73631,2672.8984,36.637028,104.782814,124.43481,79.10886,38.912235,218.13138,185.9937,497.44882,64.99778,40.243736,215.44896,83.045074,295.0632,261.93506,53.697018,307.96472,71.77681,72.538414,10.722249,18.70535,"Healthy"
"GSM483490",88.42345,213.7598,209.32465,2527.8357,3271.8694,23.246967,627.89014,15.862642,42.493435,109.485405,311.35593,337.8256,54.56179,114.48685,724.38525,108.41004,474.45898,46.81391,72.530594,1491.9039,121.936584,1267.3651,35.805233,6619.703,1184.0764,1212.4774,49.5307,35.97591,171.16429,3233.5535,77.05979,137.88713,194.94267,62.720604,31.739454,210.09523,143.33864,254.13695,56.008564,140.46591,173.95859,136.70192,295.53125,307.58783,50.6786,156.00404,25.87766,59.40859,10.489206,23.223528,"Healthy"
"GSM483491",148.44656,96.14477,793.62115,4207.234,3011.2769,54.792217,1143.7662,14.192684,104.79676,56.753956,456.32996,704.1374,44.60863,470.60355,1266.4504,164.76369,545.8688,172.94946,90.44657,1673.1621,325.06345,3403.8772,102.19449,10899.951,3374.0881,2903.1614,85.03093,51.103924,239.6182,3418.2588,183.80235,330.5478,495.00858,87.5297,39.636597,508.62885,494.9283,732.86395,181.61395,122.583984,548.35187,155.58603,305.48975,281.47263,52.54129,152.9105,57.625385,106.22204,28.529287,34.02711,"Healthy"
"GSM483492",65.40647,69.873634,468.89426,3646.8538,2013.7189,31.72173,1519.2653,13.98763,188.08574,130.335,374.5947,819.7439,42.101093,757.25836,310.72842,171.5966,1269.5576,192.6042,260.37335,1589.8412,149.22923,881.3645,198.91512,14025.103,852.5403,1095.4353,67.78604,32.47268,352.58395,3927.067,141.01602,314.38068,474.79257,61.10593,56.230938,454.4926,560.5249,629.4192,177.47473,80.93638,778.4593,98.67816,156.80705,211.9197,54.186672,156.5867,101.49015,57.977264,32.237247,33.62985,"Healthy"
"GSM483493",64.350136,46.977802,311.06418,2606.151,2508.2393,25.629038,996.04065,17.823223,90.368416,67.20252,324.31488,543.6611,29.798735,546.7837,339.20346,250.05046,660.22546,71.17177,151.72266,1381.0652,111.67223,1076.93,151.25334,12672.158,1106.5609,798.9856,82.74648,29.875591,333.92963,3730.1619,130.7088,189.82838,259.5353,40.217648,39.369045,265.52612,329.55563,504.74115,121.35375,36.555954,363.55386,122.279655,238.18956,272.052,48.38789,172.59464,76.88369,110.56743,14.877427,71.781944,"Healthy"
"GSM483494",89.70032,78.51265,410.8564,2979.1235,2547.2112,33.328335,1666.9951,23.796005,200.02176,63.36786,379.85342,792.4504,66.57245,764.1637,313.56177,343.4702,1509.8542,182.68349,291.47144,1646.6143,118.83168,1225.9626,182.12492,13228.154,1247.883,620.593,77.1278,36.44552,358.2945,4172.67,32.841488,287.13217,426.9791,46.424294,42.012474,547.9271,464.50668,481.09396,72.78445,73.36093,683.5807,154.06903,235.39177,262.3882,44.260494,294.564,110.659096,82.30947,25.40749,52.111507,"Healthy"
"GSM483495",45.507008,51.55508,358.19098,2833.2173,1753.0634,21.183754,1093.642,11.667363,139.82979,88.61157,295.36093,568.2507,27.605753,564.1916,227.78386,174.13727,796.58594,122.44495,154.9261,1197.2875,105.48607,747.3939,158.14009,12547.693,792.2365,729.49176,51.159172,32.351265,266.35,3587.8262,75.05431,218.65518,308.83133,36.00443,46.91521,344.9456,294.4792,407.15866,146.71333,46.972706,605.65216,106.801384,229.21631,227.86609,36.99579,82.919525,73.53822,107.2602,18.60187,29.410002,"Healthy"
"GSM483496",100.18252,79.629196,639.2671,4601.727,2841.801,81.75243,1722.5475,26.75351,292.88165,210.74721,519.03125,1009.64264,71.49681,1186.7665,447.66745,500.0718,1763.5798,371.66452,306.32733,1935.1364,192.03609,1463.6376,262.40723,15943.013,1522.6885,1157.0059,113.562645,33.143967,443.33472,4505.1147,172.02055,313.56354,406.44037,65.9459,68.315544,639.63574,737.804,1117.2762,239.99829,54.17498,1302.8928,161.66518,218.66644,254.49408,57.83749,218.09996,179.81078,186.44647,68.6016,88.6275,"Healthy"
